query,street_norm,city,zip5,latitude,longitude,source
"1903 University Ave, Austin, TX, 78705",1903 University Ave,Austin,78705,30.282482250997,-97.73961395114,prior
"3518 E 7th St, Austin, TX, 78702",3518 E 7th St,Austin,78702,30.256845051605,-97.702801199388,prior
"10503 N Lamar Blvd, Austin, TX, 78753",10503 N Lamar Blvd,Austin,78753,30.373502869991,-97.691054234549,prior
"5500 S Congress Ave, Austin, TX, 78745",5500 S Congress Ave,Austin,78745,30.206158455673,-97.774341335533,prior
"6507 Jester Blvd Ste 109 #, Austin, TX, 78750",6507 Jester Blvd Ste 109 #,Austin,78750,30.369611132521,-97.801918618606,prior
"3708 Southridge Dr, Austin, TX, 78704",3708 Southridge Dr,Austin,78704,30.232675240785,-97.777557812988,prior
"619 N Interstate 35, Austin, TX, 78702",619 N Interstate 35,Austin,78702,30.265819932306,-97.734067680327,prior
"500 Comal St, Austin, TX, 78702",500 Comal St,Austin,78702,30.2622273949,-97.72700147075,prior
"519 W Oltorf St, Austin, TX, 78704",519 W Oltorf St,Austin,78704,30.241452001065,-97.758345243532,prior
"1801 W Parmer Ln, Austin, TX, 78727",1801 W Parmer Ln,Austin,78727,30.413160924776,-97.690776679652,prior
"801 Pace Bend Rd S, Briarcliff, TX, 78669",801 Pace Bend Rd S,Briarcliff,78669,30.407053396574,-98.059283720517,prior
"6505 Burleson Rd, Austin, TX, 78744",6505 Burleson Rd,Austin,78744,30.204274070627,-97.714173820899,prior
"2101 Manor Rd, Austin, TX, 78722",2101 Manor Rd,Austin,78722,30.284071954507,-97.720079826273,prior
"3500 W Slaughter Ln, Austin, TX, 78749",3500 W Slaughter Ln,Austin,78749,30.18368883578,-97.849772535461,prior
"516 E 6th St, Austin, TX, 78701",516 E 6th St,Austin,78701,30.266770894781,-97.738010285556,prior
"8135 Exchange Dr, Austin, TX, 78754",8135 Exchange Dr,Austin,78754,30.331811381782,-97.673711415425,prior
"9618 Menchaca Rd, Austin, TX, 78748",9618 Menchaca Rd,Austin,78748,30.175973029515,-97.822697809745,prior
"94 Rainey St, Austin, TX, 78701",94 Rainey St,Austin,78701,30.260537116253,-97.738194665522,prior
"88 Rainey St, Austin, TX, 78701",88 Rainey St,Austin,78701,30.260073103003,-97.738370520177,prior
"77 Rainey St, Austin, TX, 78701",77 Rainey St,Austin,78701,30.259119935948,-97.73859126012,prior
"1300 E 6th St, Austin, TX, 78702",1300 E 6th St,Austin,78702,30.264076605916,-97.729444626682,prior
"73 Rainey St, Austin, TX, 78701",73 Rainey St,Austin,78701,30.258814069182,-97.738706877767,prior
"75 1/2 Rainey St, Austin, TX, 78701",75 1/2 Rainey St,Austin,78701,30.258967002565,-97.738649068944,prior
"86 Rainey St, Austin, TX, 78701",86 Rainey St,Austin,78701,30.25992016962,-97.738428329001,prior
"1500 E 6th St, Austin, TX, 78702",1500 E 6th St,Austin,78702,30.263420063685,-97.727455873188,prior
"83 Rainey St, Austin, TX, 78701",83 Rainey St,Austin,78701,30.259578736096,-97.738417833649,prior
"609 Davis St, Austin, TX, 78701",609 Davis St,Austin,78701,30.260328698741,-97.739162893817,prior
"948 Payton Gin Rd, Austin, TX, 78758",948 Payton Gin Rd,Austin,78758,30.359263605561,-97.703343449291,prior
"5006 Sunset Trl, Austin, TX, 78745",5006 Sunset Trl,Austin,78745,30.227198481065,-97.805080239258,prior
"1308 E 4th St, Austin, TX, 78702",1308 E 4th St,Austin,78702,30.262263477992,-97.730174929734,prior
"23526 W Sh 71, Travis County, TX, 78669",23526 W Sh 71,Travis County,78669,30.386785807691,-98.086307594505,prior
"9941 Old Lockhart Rd, Austin, TX, 78747",9941 Old Lockhart Rd,Austin,78747,30.144895238196,-97.765636630317,prior
"7105 Berkman Dr, Austin, TX, 78752",7105 Berkman Dr,Austin,78752,30.324052003922,-97.689519279086,prior
"10209 FM 812, Austin, TX, 78719",10209 FM 812,Austin,78719,30.15290404702,-97.670608512112,prior
"1000 E 41st St #, Austin, TX, 78751",1000 E 41st St #,Austin,78751,30.298710536593,-97.720197949461,prior
"1709 Bluebonnet Ln, Austin, TX, 78704",1709 Bluebonnet Ln,Austin,78704,30.254430733223,-97.772224391483,prior
"2324 S Lamar Blvd, Austin, TX, 78704",2324 S Lamar Blvd,Austin,78704,30.2473043996,-97.775565812757,prior
"12712 FM 969 Rd, Austin, TX, 78724",12712 FM 969 Rd,Austin,78724,30.252265412651,-97.600546609247,prior
"1309 Rosewood Ave, Austin, TX, 78702",1309 Rosewood Ave,Austin,78702,30.268635318966,-97.725468562392,prior
"7601 S Congress Ave, Austin, TX, 78745",7601 S Congress Ave,Austin,78745,30.183323103213,-97.781931571086,prior
"2215 Riverview St, Austin, TX, 78702",2215 Riverview St,Austin,78702,30.250160637908,-97.722902777588,prior
"3110 Windsor Rd, Austin, TX, 78703",3110 Windsor Rd,Austin,78703,30.296186387007,-97.767590875548,prior
"3710 Cedar St, Austin, TX, 78705",3710 Cedar St,Austin,78705,30.300712046754,-97.734990832266,prior
"109 E Pecan St, Pflugerville, TX, 78660",109 E Pecan St,Pflugerville,78660,30.439820131343,-97.620826633357,prior
"8906 Brodie Ln, Austin, TX, 78748",8906 Brodie Ln,Austin,78748,30.195261353489,-97.842480331701,prior
"306 Barton Springs Rd, Austin, TX, 78704",306 Barton Springs Rd,Austin,78704,30.258841888449,-97.747710538368,prior
"3105 Hunt Trl, Austin, TX, 78757",3105 Hunt Trl,Austin,78757,30.344569906494,-97.749221151632,prior
"74 Trinity St, Austin, TX, 78701",74 Trinity St,Austin,78701,30.262128486911,-97.741239977881,prior
"7814 S 1st St, Austin, TX, 78745",7814 S 1st St,Austin,78745,30.184404856686,-97.792359970779,prior
"2614 Rio Grande St, Austin, TX, 78705",2614 Rio Grande St,Austin,78705,30.2909164684,-97.744467178208,prior
"708 San Antonio St, Austin, TX, 78701",708 San Antonio St,Austin,78701,30.270391377572,-97.747022457129,prior
"1701 Bluebonnet Ln, Austin, TX, 78704",1701 Bluebonnet Ln,Austin,78704,30.25445650542,-97.772205599255,prior
"2530 Guadalupe St, Austin, TX, 78705",2530 Guadalupe St,Austin,78705,30.289916545715,-97.741410130199,prior
"4200 S I-35, Austin, TX, 78745",4200 S I-35,Austin,78745,30.213326766914,-97.754088851086,prior
"2501 S Lamar Blvd, Austin, TX, 78704",2501 S Lamar Blvd,Austin,78704,30.246552053104,-97.777848358462,prior
"1950 W William Cannon Dr, Austin, TX, 78745",1950 W William Cannon Dr,Austin,78745,30.202820459274,-97.80560110813,prior
"10901 Domain Dr, Austin, TX, 78758",10901 Domain Dr,Austin,78758,30.3949480167,-97.726593602246,prior
"5707 Southwest Pkwy, Austin, TX, 78735",5707 Southwest Pkwy,Austin,78735,30.24588998624,-97.84570934231,prior
"204 E 4th St, Austin, TX, 78701",204 E 4th St,Austin,78701,30.265859418058,-97.742025098293,prior
"3419 W Slaughter Ln, Austin, TX, 78748",3419 W Slaughter Ln,Austin,78748,30.182554596833,-97.848173843689,prior
"5610 N Lamar Blvd, Austin, TX, 78751",5610 N Lamar Blvd,Austin,78751,30.325065566005,-97.726974169877,prior
"206 E 4th St, Austin, TX, 78701",206 E 4th St,Austin,78701,30.265853899378,-97.742005539444,prior
"1005 Congress Ave, Austin, TX, 78701",1005 Congress Ave,Austin,78701,30.271872748518,-97.741346246409,prior
"16107 FM 2769, Volente, TX, 78641",16107 FM 2769,Volente,78641,30.440969999554,-97.91143873825,prior
"201 W 5th St, Austin, TX, 78701",201 W 5th St,Austin,78701,30.267444924383,-97.744554003309,prior
"10211 W Parmer Ln, Austin, TX, 78717",10211 W Parmer Ln,Austin,78717,30.492793241419,-97.773340117871,prior
"3804 Woodbury Dr, Austin, TX, 78704",3804 Woodbury Dr,Austin,78704,30.224782884497,-97.759994045657,prior
"11806 N Lamar Blvd, Austin, TX, 78753",11806 N Lamar Blvd,Austin,78753,30.387838956639,-97.683591245645,prior
"238 W 2nd St, Austin, TX, 78701",238 W 2nd St,Austin,78701,30.264862319419,-97.745919203485,prior
"1523 Tinnin Ford Rd, Austin, TX, 78741",1523 Tinnin Ford Rd,Austin,78741,30.241075407773,-97.726409173363,prior
"10850 Stonelake Blvd, Austin, TX, 78759",10850 Stonelake Blvd,Austin,78759,30.40008604809,-97.735861630014,prior
"1400 S 1st St, Austin, TX, 78704",1400 S 1st St,Austin,78704,30.25061882572,-97.754717067076,prior
"6920 Menchaca Rd, Austin, TX, 78745",6920 Menchaca Rd,Austin,78745,30.202687909234,-97.807004710292,prior
"1410 S 1st St, Austin, TX, 78704",1410 S 1st St,Austin,78704,30.250581011486,-97.754734547242,prior
"10609 Metric Blvd, Austin, TX, 78758",10609 Metric Blvd,Austin,78758,30.384980199845,-97.712507116208,prior
"1822 S Congress Ave, Austin, TX, 78704",1822 S Congress Ave,Austin,78704,30.245869178941,-97.75111774806,prior
"1105 W FM 1626, Manchaca, TX, 78652",1105 W FM 1626,Manchaca,78652,30.140457704273,-97.833139776948,prior
"300 E 6th St, Austin, TX, 78701",300 E 6th St,Austin,78701,30.267425228626,-97.740289955939,prior
"1615 Crozier Ln, Del Valle, TX, 78617",1615 Crozier Ln,Del Valle,78617,30.221758602481,-97.662748572073,prior
"5501 Airport Blvd, Austin, TX, 78751",5501 Airport Blvd,Austin,78751,30.318769733594,-97.712697851496,prior
"1608 W 35th St, Austin, TX, 78703",1608 W 35th St,Austin,78703,30.307488396678,-97.751025302078,prior
"2300 S Lamar Blvd, Austin, TX, 78704",2300 S Lamar Blvd,Austin,78704,30.247452862197,-97.774301186979,prior
"705 Red River St, Austin, TX, 78701",705 Red River St,Austin,78701,30.267471167359,-97.736720703111,prior
"912 Red River St, Austin, TX, 78701",912 Red River St,Austin,78701,30.269472133776,-97.736153523108,prior
"6214 N Lamar Blvd, Austin, TX, 78752",6214 N Lamar Blvd,Austin,78752,30.330485145029,-97.723547784416,prior
"12208 FM 969 Rd, Austin, TX, 78724",12208 FM 969 Rd,Austin,78724,30.254520222747,-97.606231322917,prior
"6900 Escarpment Blvd, Austin, TX, 78749",6900 Escarpment Blvd,Austin,78749,30.229958192046,-97.86475557572,prior
"3010 S Lamar Blvd, Austin, TX, 78704",3010 S Lamar Blvd,Austin,78704,30.243031344423,-97.783294857387,prior
"1600 Wells Branch Pkwy, Austin, TX, 78728",1600 Wells Branch Pkwy,Austin,78728,30.440368016093,-97.669396580288,prior
"1500 S Lamar Blvd, Austin, TX, 78704",1500 S Lamar Blvd,Austin,78704,30.252331364789,-97.764236735271,prior
"2809 S 1st St, Austin, TX, 78704",2809 S 1st St,Austin,78704,30.237380726665,-97.76254540833,prior
"2101 S 1st St, Austin, TX, 78704",2101 S 1st St,Austin,78704,30.245015615687,-97.757257934385,prior
"610 Nueces St, Austin, TX, 78701",610 Nueces St,Austin,78701,30.269789437895,-97.74843515278,prior
"7701 Metropolis Dr Ste 400 #, Austin, TX, 78744",7701 Metropolis Dr Ste 400 #,Austin,78744,30.206981427636,-97.694420497254,prior
"2801 Guadalupe St, Austin, TX, 78705",2801 Guadalupe St,Austin,78705,30.293377378778,-97.741736101313,prior
"533 W Oltorf St, Austin, TX, 78704",533 W Oltorf St,Austin,78704,30.241553534723,-97.758563839492,prior
"539 W Oltorf St, Austin, TX, 78704",539 W Oltorf St,Austin,78704,30.241597049148,-97.758657523474,prior
"2209 S Congress Ave, Austin, TX, 78704",2209 S Congress Ave,Austin,78704,30.240705907659,-97.752707965026,prior
"720 Congress Ave, Austin, TX, 78701",720 Congress Ave,Austin,78701,30.26920704724,-97.742448984781,prior
"700 E William Cannon Dr, Austin, TX, 78745",700 E William Cannon Dr,Austin,78745,30.191557872628,-97.773287340828,prior
"408 Congress Ave, Austin, TX, 78701",408 Congress Ave,Austin,78701,30.266348823923,-97.743517844223,prior
"6002 Burleson Rd, Austin, TX, 78744",6002 Burleson Rd,Austin,78744,30.207040596462,-97.719551509745,prior
"8714 Lime Creek Rd, Volente, TX, 78641",8714 Lime Creek Rd,Volente,78641,30.460776511754,-97.912884082651,prior
"2201 College Ave, Austin, TX, 78704",2201 College Ave,Austin,78704,30.241680362217,-97.752015301179,prior
"1418 Barton Springs Rd, Austin, TX, 78704",1418 Barton Springs Rd,Austin,78704,30.261303547466,-97.759325323746,prior
"3504 Burleson Rd, Austin, TX, 78741",3504 Burleson Rd,Austin,78741,30.216509445482,-97.734401984834,prior
"10463 Sprinkle Rd, Austin, TX, 78754",10463 Sprinkle Rd,Austin,78754,30.352209788116,-97.647536865281,prior
"12213 Tech Ridge Blvd, Austin, TX, 78753",12213 Tech Ridge Blvd,Austin,78753,30.398928545485,-97.669405881735,prior
"1900 E Oltorf St, Austin, TX, 78741",1900 E Oltorf St,Austin,78741,30.231187297263,-97.735124742772,prior
"912 W Mary St, Austin, TX, 78704",912 W Mary St,Austin,78704,30.248001205354,-97.760809496218,prior
"501 W Mary St, Austin, TX, 78704",501 W Mary St,Austin,78704,30.246364942068,-97.755816308661,prior
"10911 Pecan Park Blvd, Austin, TX, 78750",10911 Pecan Park Blvd,Austin,78750,30.464867948037,-97.803562409982,prior
"1600 S 1st St, Austin, TX, 78704",1600 S 1st St,Austin,78704,30.249342934601,-97.75524868475,prior
"904 E Braker Ln, Austin, TX, 78753",904 E Braker Ln,Austin,78753,30.375963477128,-97.673446963908,prior
"2400 Grove Blvd, Austin, TX, 78741",2400 Grove Blvd,Austin,78741,30.22495741186,-97.708860845089,prior
"1303-1/2 Shoal Creek Blvd, Austin, TX, 78701",1303-1/2 Shoal Creek Blvd,Austin,78701,30.277690579089,-97.750206928001,prior
"2000 S Congress Ave, Austin, TX, 78704",2000 S Congress Ave,Austin,78704,30.244206997071,-97.75171352128,prior
"506 West Ave, Austin, TX, 78701",506 West Ave,Austin,78701,30.269433814665,-97.750977089728,prior
"4804 Grover Ave, Austin, TX, 78756",4804 Grover Ave,Austin,78756,30.318257327078,-97.737243067606,prior
"3003 Bee Caves Rd, Rollingwood, TX, 78746",3003 Bee Caves Rd,Rollingwood,78746,30.27145579023,-97.794452162361,prior
"234 W 2nd St, Austin, TX, 78701",234 W 2nd St,Austin,78701,30.264850964328,-97.745880433967,prior
"1900 S 1st St, Austin, TX, 78704",1900 S 1st St,Austin,78704,30.246543100609,-97.756431246468,prior
"401 Deep Eddy Ave, Austin, TX, 78703",401 Deep Eddy Ave,Austin,78703,30.277546894803,-97.772880535307,prior
"101 N LEXINGTON ST, Manor, TX, 78653",101 N LEXINGTON ST,Manor,78653,30.34114148137,-97.557748974116,prior
"1801 W Ben White Blvd, Austin, TX, 78704",1801 W Ben White Blvd,Austin,78704,30.228463398045,-97.786248626007,prior
"507 Pressler St, Austin, TX, 78703",507 Pressler St,Austin,78703,30.272795374718,-97.760717738258,prior
"2927 W Anderson Ln, Austin, TX, 78757",2927 W Anderson Ln,Austin,78757,30.359758319229,-97.738507988362,prior
"340 E 2nd St, Austin, TX, 78701",340 E 2nd St,Austin,78701,30.263563978767,-97.741318330476,prior
"5738 Menchaca Rd, Austin, TX, 78745",5738 Menchaca Rd,Austin,78745,30.213804340819,-97.800736757697,prior
"7171 Southwest Pkwy, Austin, TX, 78735",7171 Southwest Pkwy,Austin,78735,30.252938749717,-97.864034423943,prior
"15201 Burnet Rd, Austin, TX, 78728",15201 Burnet Rd,Austin,78728,30.457138279702,-97.695012852933,prior
"3711 Shoreline Dr, Austin, TX, 78728",3711 Shoreline Dr,Austin,78728,30.457342756444,-97.687304517115,prior
"14219 Littig Rd, Manor, TX, 78653",14219 Littig Rd,Manor,78653,30.333930151856,-97.510646714811,prior
"2206 Blue Meadow Dr, Austin, TX, 78744",2206 Blue Meadow Dr,Austin,78744,30.181736096537,-97.764355213203,prior
"18625 Schultz Ln, Pflugerville, TX, 78660",18625 Schultz Ln,Pflugerville,78660,30.485046452266,-97.632788411049,prior
"1001 E Ben White Blvd, Austin, TX, 78704",1001 E Ben White Blvd,Austin,78704,30.218927883221,-97.757012577849,prior
"2614 Exposition Blvd, Austin, TX, 78703",2614 Exposition Blvd,Austin,78703,30.301578026425,-97.765211044907,prior
"206 S Wild Basin Rd, West Lake Hills, TX, 78746",206 S Wild Basin Rd,West Lake Hills,78746,30.306537102892,-97.831698508382,prior
"3411 Glenview Ave, Austin, TX, 78703",3411 Glenview Ave,Austin,78703,30.306402659252,-97.751795465885,prior
"2001 W Anderson Ln, Austin, TX, 78757",2001 W Anderson Ln,Austin,78757,30.354263473214,-97.727073150799,prior
"2101 Montopolis Dr, Austin, TX, 78741",2101 Montopolis Dr,Austin,78741,30.223765269931,-97.704100783545,prior
"502 Thompson Ln, Austin, TX, 78742",502 Thompson Ln,Austin,78742,30.23895060366,-97.683684682702,prior
"222 E 6th St, Austin, TX, 78701",222 E 6th St,Austin,78701,30.267659562906,-97.741157927297,prior
"4301 Guadalupe St, Austin, TX, 78751",4301 Guadalupe St,Austin,78751,30.30866956083,-97.734259304346,prior
"719 W 6th St, Austin, TX, 78701",719 W 6th St,Austin,78701,30.269970697656,-97.749781342416,prior
"706 W 6th St, Austin, TX, 78701",706 W 6th St,Austin,78701,30.270039755707,-97.749619053999,prior
"1718 S Congress Ave, Austin, TX, 78704",1718 S Congress Ave,Austin,78704,30.246836385022,-97.750764624322,prior
"3001 S Congress Ave, Austin, TX, 78704",3001 S Congress Ave,Austin,78704,30.23336705748,-97.757808218145,prior
"320 E 2nd St, Austin, TX, 78701",320 E 2nd St,Austin,78701,30.263619083157,-97.741511195805,prior
"600 E Parsons St, Manor, TX, 78653",600 E Parsons St,Manor,78653,30.341255570306,-97.551700888261,prior
"4204 Menchaca Rd, Austin, TX, 78704",4204 Menchaca Rd,Austin,78704,30.231471822617,-97.787375676436,prior
"2238 S Lamar Blvd, Austin, TX, 78704",2238 S Lamar Blvd,Austin,78704,30.247563447482,-97.773362345195,prior
"9801 Decker Lake Rd, Austin, TX, 78724",9801 Decker Lake Rd,Austin,78724,30.28425023851,-97.616673961843,prior
"1017 Barton Springs Rd, Austin, TX, 78704",1017 Barton Springs Rd,Austin,78704,30.25997427403,-97.754799165098,prior
"534 E Oltorf St, Austin, TX, 78704",534 E Oltorf St,Austin,78704,30.237023773368,-97.749986393429,prior
"1520 Rutherford Ln, Austin, TX, 78725",1520 Rutherford Ln,Austin,78725,30.337063565446,-97.682580796185,prior
"2110 S Lamar Blvd, Austin, TX, 78704",2110 S Lamar Blvd,Austin,78704,30.248032850586,-97.771529417815,prior
"1520 Rutherford Ln, Austin, TX, 78754",1520 Rutherford Ln,Austin,78754,30.337063565446,-97.682580796185,prior
"808 E 51st St, Austin, TX, 78751",808 E 51st St,Austin,78751,30.312087929851,-97.715239462794,prior
"417 E 6th St, Austin, TX, 78701",417 E 6th St,Austin,78701,30.26695368152,-97.73913428277,prior
"1111 Montopolis Dr, Austin, TX, 78741",1111 Montopolis Dr,Austin,78741,30.23295051919,-97.698347342631,prior
"3005 S Lamar Blvd #, Austin, TX, 78704",3005 S Lamar Blvd #,Austin,78704,30.242370772106,-97.783976801361,prior
"3005 S Lamar Blvd, Austin, TX, 78704",3005 S Lamar Blvd,Austin,78704,30.242370772106,-97.783976801361,prior
"8701 Cross Park Dr, Austin, TX, 78754",8701 Cross Park Dr,Austin,78754,30.342181619687,-97.677271922271,prior
"1711 Wheless Ln, Austin, TX, 78723",1711 Wheless Ln,Austin,78723,30.315518988655,-97.691451312947,prior
"11501 Burnet Rd, Austin, TX, 78758",11501 Burnet Rd,Austin,78758,30.396748521038,-97.719793940077,prior
"1100 Cumberland Rd, Austin, TX, 78704",1100 Cumberland Rd,Austin,78704,30.2409356564,-97.768579044756,prior
"2300 Cedar Bend Dr, Austin, TX, 78758",2300 Cedar Bend Dr,Austin,78758,30.412236410424,-97.702395966853,prior
"1921 Cedar Bend Dr #, Austin, TX, 78758",1921 Cedar Bend Dr #,Austin,78758,30.408299302782,-97.697395994864,prior
"910 Pace Bend Rd S, Briarcliff, TX, 78669",910 Pace Bend Rd S,Briarcliff,78669,30.405412722115,-98.062095963308,prior
"4707 Burnet Rd, Austin, TX, 78756",4707 Burnet Rd,Austin,78756,30.318618937871,-97.739474164518,prior
"1224 S Congress Ave, Austin, TX, 78704",1224 S Congress Ave,Austin,78704,30.251897174867,-97.748879421155,prior
"11301 Lakeline Blvd Ste 300 #, Austin, TX, 78717",11301 Lakeline Blvd Ste 300 #,Austin,78717,30.480094872636,-97.795520483857,prior
"5333 Fleming Ct, Austin, TX, 78744",5333 Fleming Ct,Austin,78744,30.206614220081,-97.728747305108,prior
"12904 Gregg Manor Rd, Manor, TX, 78653",12904 Gregg Manor Rd,Manor,78653,30.357972520474,-97.561713017657,prior
"601 Rio Grande St, Austin, TX, 78701",601 Rio Grande St,Austin,78701,30.269982555195,-97.749439189674,prior
"908 E Cesar Chavez St, Austin, TX, 78702",908 E Cesar Chavez St,Austin,78702,30.260916608742,-97.735384901884,prior
"160 E Riverside Dr, Austin, TX, 78704",160 E Riverside Dr,Austin,78704,30.256490055421,-97.746171826594,prior
"2129 E 7th St, Austin, TX, 78702",2129 E 7th St,Austin,78702,30.261757840032,-97.719046633037,prior
"2800 Webberville Rd, Austin, TX, 78702",2800 Webberville Rd,Austin,78702,30.264850042356,-97.710245562402,prior
"4800 Manor Rd, Austin, TX, 78723",4800 Manor Rd,Austin,78723,30.295253553201,-97.688969858832,prior
"14005 McNeil Rd, Austin, TX, 78728",14005 McNeil Rd,Austin,78728,30.454851731472,-97.721094519705,prior
"1810 E 12th St, Austin, TX, 78702",1810 E 12th St,Austin,78702,30.273732367603,-97.72074009567,prior
"1302 S 1st St, Austin, TX, 78704",1302 S 1st St,Austin,78704,30.251236868033,-97.754459887928,prior
"3600 Tudor Blvd, Austin, TX, 78759",3600 Tudor Blvd,Austin,78759,30.383946104301,-97.736537394835,prior
"809 Red River St, Austin, TX, 78701",809 Red River St,Austin,78701,30.268435845651,-97.736380329269,prior
"617 W 6th St, Austin, TX, 78701",617 W 6th St,Austin,78701,30.269641002343,-97.748667950945,prior
"19510 Hamilton Pool Rd, Dripping Springs, TX, 78620",19510 Hamilton Pool Rd,Dripping Springs,78620,30.291049258353,-98.07585167828,prior
"5003 Airport Blvd, Austin, TX, 78751",5003 Airport Blvd,Austin,78751,30.311165558298,-97.715345786403,prior
"3850 Airport Blvd, Austin, TX, 78722",3850 Airport Blvd,Austin,78722,30.28938081926,-97.707474958058,prior
"2008 S Congress Ave, Austin, TX, 78704",2008 S Congress Ave,Austin,78704,30.24359548404,-97.751954304556,prior
"620 W 24th St, Austin, TX, 78705",620 W 24th St,Austin,78705,30.287937172367,-97.74396274473,prior
"4919 Hudson Bend Rd, Austin, TX, 78734",4919 Hudson Bend Rd,Austin,78734,30.411791175882,-97.926560320544,prior
"601 W Braker Ln, Austin, TX, 78753",601 W Braker Ln,Austin,78753,30.381008351149,-97.685002867729,prior
"12601 Tech Ridge Blvd Ste 300 #, Austin, TX, 78753",12601 Tech Ridge Blvd Ste 300 #,Austin,78753,30.399200486328,-97.660058953891,prior
"4601 Pecan Brook Dr, Austin, TX, 78724",4601 Pecan Brook Dr,Austin,78724,30.318612679445,-97.661338853126,prior
"12000 Manchaca Rd, Austin, TX, 78748",12000 Manchaca Rd,Austin,78748,30.141918977216,-97.833020140328,prior
"3851 Airport Blvd, Austin, TX, 78722",3851 Airport Blvd,Austin,78722,30.289406974746,-97.707100349402,prior
"104 W Howard Ln, Austin, TX, 78753",104 W Howard Ln,Austin,78753,30.418462013913,-97.658752847644,prior
"10900 Stonelake Blvd, Austin, TX, 78759",10900 Stonelake Blvd,Austin,78759,30.399718429435,-97.734408825757,prior
"13125 Pond Springs Rd, Austin, TX, 78729",13125 Pond Springs Rd,Austin,78729,30.443700035378,-97.77602306736,prior
"10225 Research Blvd, Austin, TX, 78759",10225 Research Blvd,Austin,78759,30.395262823507,-97.74579610895,prior
"200 W 4th St, Austin, TX, 78701",200 W 4th St,Austin,78701,30.266644313941,-97.744853701531,prior
"3235 E Cesar Chavez St, Austin, TX, 78702",3235 E Cesar Chavez St,Austin,78702,30.251668051705,-97.707574548655,prior
"9919 Service Ave, Austin, TX, 78719",9919 Service Ave,Austin,78719,30.20420578789,-97.663357654817,prior
"1118 W 6th St, Austin, TX, 78703",1118 W 6th St,Austin,78703,30.272254845438,-97.755628822915,prior
"3811 E 12th St, Austin, TX, 78721",3811 E 12th St,Austin,78721,30.278325812428,-97.690699567804,prior
"2826 Rio Grande St, Austin, TX, 78705",2826 Rio Grande St,Austin,78705,30.295486969818,-97.744018389025,prior
"4818 Burnet Rd, Austin, TX, 78756",4818 Burnet Rd,Austin,78756,30.319001957977,-97.7394083377,prior
"1628 Barton Springs Rd, Austin, TX, 78704",1628 Barton Springs Rd,Austin,78704,30.262254789087,-97.761714193089,prior
"7300 Ranch Road 2222, Austin, TX, 78730",7300 Ranch Road 2222,Austin,78730,30.370411336405,-97.802582395569,prior
"8776 Research Blvd, Austin, TX, 78758",8776 Research Blvd,Austin,78758,30.366168914644,-97.718716860687,prior
"300 W 27th St, Austin, TX, 78705",300 W 27th St,Austin,78705,30.292028530344,-97.740407999773,prior
"1808 E 12th St, Austin, TX, 78702",1808 E 12th St,Austin,78702,30.273729983826,-97.72075725887,prior
"1902 S 1st St, Austin, TX, 78704",1902 S 1st St,Austin,78704,30.246475260636,-97.756475631134,prior
"1801 S 1st St, Austin, TX, 78704",1801 S 1st St,Austin,78704,30.247369779674,-97.755794197293,prior
"3403 S Lamar Blvd, Austin, TX, 78704",3403 S Lamar Blvd,Austin,78704,30.240546553681,-97.786449733644,prior
"1707 E 6th St, Austin, TX, 78702",1707 E 6th St,Austin,78702,30.262275207714,-97.724383376641,prior
"4303 Victory Dr, Austin, TX, 78704",4303 Victory Dr,Austin,78704,30.23277857516,-97.790739489038,prior
"408 E 6th St, Austin, TX, 78701",408 E 6th St,Austin,78701,30.267084022561,-97.73917397877,prior
"701 W 6th St, Austin, TX, 78701",701 W 6th St,Austin,78701,30.26991375077,-97.74960904161,prior
"401 S 1st St, Austin, TX, 78704",401 S 1st St,Austin,78704,30.258826696761,-97.749737908093,prior
"6414 N Hampton Dr, Austin, TX, 78723",6414 N Hampton Dr,Austin,78723,30.314072295129,-97.681467767458,prior
"6404 Ridge Oak Rd, Austin, TX, 78749",6404 Ridge Oak Rd,Austin,78749,30.232740826358,-97.85711747572,prior
"630 Ralph Ablanedo Dr, Austin, TX, 78748",630 Ralph Ablanedo Dr,Austin,78748,30.174231144104,-97.796120598477,prior
"630 Ralph Albanedo Dr Bldg 2 Kitchen 1, Austin, TX, 78748",630 Ralph Albanedo Dr Bldg 2 Kitchen 1,Austin,78748,30.174231144104,-97.796120598477,prior
"7000 Woodhue Dr, Austin, TX, 78745",7000 Woodhue Dr,Austin,78745,30.198758749054,-97.801212687165,prior
"4720 S Congress Ave, Austin, TX, 78745",4720 S Congress Ave,Austin,78745,30.214828782595,-97.769057976764,prior
"10207 Lake Creek Pkwy, Austin, TX, 78729",10207 Lake Creek Pkwy,Austin,78729,30.462636381905,-97.7913587262,prior
"514 Medina St, Austin, TX, 78702",514 Medina St,Austin,78702,30.264024324879,-97.731929293245,prior
"2900 S Lamar Blvd, Austin, TX, 78704",2900 S Lamar Blvd,Austin,78704,30.243654926622,-97.782453390532993,prior
"623 W Dittmar Rd, Austin, TX, 78745",623 W Dittmar Rd,Austin,78745,30.183806336718,-97.792634322871,prior
"3509 Rogge Ln, Austin, TX, 78723",3509 Rogge Ln,Austin,78723,30.301231790144,-97.674516463535,prior
"2900 N Interstate 35, Austin, TX, 78705",2900 N Interstate 35,Austin,78705,30.287717212921,-97.724511785589,prior
"3300 N Interstate 35, Austin, TX, 78705",3300 N Interstate 35,Austin,78705,30.290512471914,-97.722732286035,prior
