query,street_norm,city,zip5,latitude,longitude,source
"3611 Pace Bend Rd S, Spicewood, TX, 78669",3611 Pace Bend Rd S,Spicewood,78669,30.387130273945,-98.080601389573,prior
"1111 Chicon St, Austin, TX, 78702",1111 Chicon St,Austin,78702,30.267000291411,-97.719995133223,prior
"9433 Parkfield Dr, Austin, TX, 78758",9433 Parkfield Dr,Austin,78758,30.367984699569,-97.705806349827,prior
"4930 S Congress Ave Ste 304, Austin, TX, 78745",4930 S Congress Ave Ste 304,Austin,78745,30.211288115741,-97.771315902127,prior
"911 W Anderson Ln, Austin, TX, 78757",911 W Anderson Ln,Austin,78757,30.34890032146,-97.715753901954,prior
"1804 Briarcliff Blvd, Austin, TX, 78723",1804 Briarcliff Blvd,Austin,78723,30.31379905166,-97.690690049293,prior
"12800 Pearce Ln, Del Valle, TX, 78617",12800 Pearce Ln,Del Valle,78617,30.169350060677,-97.622893630303,prior
"10402 Menchaca Rd, Austin, TX, 78748",10402 Menchaca Rd,Austin,78748,30.16687727666,-97.827067719752,prior
"10910 Domain Dr, Austin, TX, 78758",10910 Domain Dr,Austin,78758,30.395066309811,-97.726719532966,prior
"602 W Annie St, Austin, TX, 78704",602 W Annie St,Austin,78704,30.247527785398,-97.755889370784,prior
"804 W Stassney Ln, Austin, TX, 78745",804 W Stassney Ln,Austin,78745,30.20922500608,-97.784010762383,prior
"1212 Chicon St, Austin, TX, 78702",1212 Chicon St,Austin,78702,30.273944373875,-97.72000563116,prior
"11835 Jollyville Rd, Austin, TX, 78759",11835 Jollyville Rd,Austin,78759,30.423039244514,-97.755834114494,prior
"8400 Brodie Ln, Austin, TX, 78745",8400 Brodie Ln,Austin,78745,30.200845886893,-97.838922041792,prior
"303 E Oltorf St, Austin, TX, 78704",303 E Oltorf St,Austin,78704,30.236973378754,-97.750296758523,prior
"701 W Braker Ln, Austin, TX, 78753",701 W Braker Ln,Austin,78753,30.3811935143,-97.685347400406,prior
"710 E Ben White Blvd, Austin, TX, 78704",710 E Ben White Blvd,Austin,78704,30.219373043292,-97.756045113061,prior
"11010 Domain Dr, Austin, TX, 78758",11010 Domain Dr,Austin,78758,30.396282066654,-97.726590279637,prior
"9708 Anderson Mill Rd, Austin, TX, 78750",9708 Anderson Mill Rd,Austin,78750,30.44855131829,-97.791503144337,prior
"7101 Ed Bluestein Blvd, Austin, TX, 78723",7101 Ed Bluestein Blvd,Austin,78723,30.307903420074,-97.6610000116,prior
"2512 E Riverside Dr, Austin, TX, 78741",2512 E Riverside Dr,Austin,78741,30.239126946318,-97.726080542349,prior
"600 W Carrie Manor St, Manor, TX, 78653",600 W Carrie Manor St,Manor,78653,30.340617482298,-97.564043035678,prior
"9825 Burnet Rd, Austin, TX, 78758",9825 Burnet Rd,Austin,78758,30.381882423694,-97.724357586202,prior
"1425 W Wells Branch Pkwy, Pflugerville, TX, 78660",1425 W Wells Branch Pkwy,Pflugerville,78660,30.440502839338,-97.663068343366,prior
"11310 Domain Dr, Austin, TX, 78758",11310 Domain Dr,Austin,78758,30.398345412918,-97.725845489627,prior
"7900 N FM 620 Rd, Austin, TX, 78726",7900 N FM 620 Rd,Austin,78726,30.406668346714,-97.852515554043,prior
"4310 Bee Caves Rd, West Lake Hills, TX, 78746",4310 Bee Caves Rd,West Lake Hills,78746,30.285535853096,-97.81228298072,prior
"11920 Domain Dr, Austin, TX, 78758",11920 Domain Dr,Austin,78758,30.405584827044,-97.721115696605,prior
"12601 Tech Ridge Blvd, Austin, TX, 78753",12601 Tech Ridge Blvd,Austin,78753,30.399200486328,-97.660058953891,prior
"605 Davis St, Austin, TX, 78701",605 Davis St,Austin,78701,30.260339932634,-97.739198039848,prior
"700 W William Cannon Dr, Austin, TX, 78745",700 W William Cannon Dr,Austin,78745,30.197268518328,-97.787795387395,prior
"5656 Bee Caves Rd, West Lake Hills, TX, 78746",5656 Bee Caves Rd,West Lake Hills,78746,30.294224680755,-97.824031683331,prior
"1308 W Koenig Ln, Austin, TX, 78756",1308 W Koenig Ln,Austin,78756,30.330469724808,-97.730602751152,prior
"3600 N Capital of Texas Highway, Austin, TX, 78746",3600 N Capital of Texas Highway,Austin,78746,30.334361854517,-97.807032078895,prior
"2050 S Lamar Blvd, Austin, TX, 78704",2050 S Lamar Blvd,Austin,78704,30.24868688895,-97.769300210746,prior
"6607 Circle S Rd, Austin, TX, 78745",6607 Circle S Rd,Austin,78745,30.193381391892,-97.777374156984,prior
"7930 Thaxton Rd, Austin, TX, 78747",7930 Thaxton Rd,Austin,78747,30.157905264132,-97.744833217931,prior
"3801 S Congress Ave, Austin, TX, 78704",3801 S Congress Ave,Austin,78704,30.226005624245,-97.762142720643,prior
"22308 W Sh 71, Spicewood, TX, 78669",22308 W Sh 71,Spicewood,78669,30.369445996574,-98.074141628688,prior
"4811 W Braker Ln, Austin, TX, 78759",4811 W Braker Ln,Austin,78759,30.400554426951,-97.747489999196,prior
"201 W Ben White Blvd, Austin, TX, 78704",201 W Ben White Blvd,Austin,78704,30.222468696152,-97.764263594338,prior
"2001 E Martin Luther King Jr Blvd, Austin, TX, 78702",2001 E Martin Luther King Jr Blvd,Austin,78702,30.279955355146,-97.719920409875,prior
"2117 W Ben White Blvd, Austin, TX, 78704",2117 W Ben White Blvd,Austin,78704,30.230472296634,-97.790405694516,prior
"3220 Feathergrass Ct, Austin, TX, 78758",3220 Feathergrass Ct,Austin,78758,30.394959535965,-97.726947413306,prior
"4616 Triangle Ave, Austin, TX, 78751",4616 Triangle Ave,Austin,78751,30.314302715623,-97.734081112101,prior
"2114 W Slaughter Ln, Austin, TX, 78748",2114 W Slaughter Ln,Austin,78748,30.173804295335,-97.825754819741,prior
"5245 Burnet Rd, Austin, TX, 78756",5245 Burnet Rd,Austin,78756,30.324664055274,-97.739461760347,prior
"2320 Hancock Dr, Austin, TX, 78756",2320 Hancock Dr,Austin,78756,30.324429047102,-97.742921810966,prior
"12309 Dessau Rd, Austin, TX, 78754",12309 Dessau Rd,Austin,78754,30.387209306278,-97.648263724193,prior
"4615 N Lamar Blvd, Austin, TX, 78751",4615 N Lamar Blvd,Austin,78751,30.315268082514,-97.735841603787,prior
"3407 Wells Branch Pkwy, Austin, TX, 78728",3407 Wells Branch Pkwy,Austin,78728,30.43987952749,-97.69714368711,prior
"2909 W Anderson Ln, Austin, TX, 78757",2909 W Anderson Ln,Austin,78757,30.359600649061,-97.738222076329,prior
"1605 E Wells Branch Pkwy, Pflugerville, TX, 78660",1605 E Wells Branch Pkwy,Pflugerville,78660,30.424561394403,-97.626309799389,prior
"1700 S Lamar, Austin, TX, 78704",1700 S Lamar,Austin,78704,30.25120648986,-97.765223133145,prior
"7709 N FM 620 Rd, Austin, TX, 78726",7709 N FM 620 Rd,Austin,78726,30.410526097408,-97.850512754002,prior
"1301 W Pflugerville Pkwy, Pflugerville, TX, 78660",1301 W Pflugerville Pkwy,Pflugerville,78660,30.472293774112,-97.641476517667,prior
"2823 E Martin Luther King Jr Blvd, Austin, TX, 78702",2823 E Martin Luther King Jr Blvd,Austin,78702,30.28141907922,-97.711025269119,prior
"13001 Spanish Oaks Club Dr, Bee Cave, TX, 78738",13001 Spanish Oaks Club Dr,Bee Cave,78738,30.300811579492,-97.944044630569,prior
"2108 S Lamar Blvd, Austin, TX, 78704",2108 S Lamar Blvd,Austin,78704,30.24807553454,-97.77139228425,prior
"2600 Brockton Dr, Austin, TX, 78758",2600 Brockton Dr,Austin,78758,30.392258291471,-97.718671047027,prior
"5000 Hudson Bend Rd, Austin, TX, 78734",5000 Hudson Bend Rd,Austin,78734,30.413296837711,-97.927601334553,prior
"1700 W Anderson Ln, Austin, TX, 78757",1700 W Anderson Ln,Austin,78757,30.352590614179,-97.72325592832,prior
"1816 S Lamar Blvd, Austin, TX, 78704",1816 S Lamar Blvd,Austin,78704,30.250498413076,-97.765998407815,prior
"6800 Burnet Rd, Austin, TX, 78757",6800 Burnet Rd,Austin,78757,30.343837497101,-97.738409267067,prior
"8100 FM 2244 Rd, Austin, TX, 78746",8100 FM 2244 Rd,Austin,78746,30.312715303043,-97.851024998713,prior
"2110 S Congress Ave, Austin, TX, 78704",2110 S Congress Ave,Austin,78704,30.242778028708,-97.752276894143,prior
"1204 Regal Row, Austin, TX, 78748",1204 Regal Row,Austin,78748,30.147018408974,-97.831460030856,prior
"7413 Burnet Rd, Austin, TX, 78757",7413 Burnet Rd,Austin,78757,30.349650657544,-97.734779451925,prior
"6222 N Lamar Blvd, Austin, TX, 78752",6222 N Lamar Blvd,Austin,78752,30.330532117976,-97.723517539244,prior
"5210 Manor Rd, Austin, TX, 78723",5210 Manor Rd,Austin,78723,30.299254588824,-97.686505016281,prior
"5505 W Parmer Ln, Austin, TX, 78727",5505 W Parmer Ln,Austin,78727,30.435792658005,-97.734127747421,prior
"15200 FM 1825, Pflugerville, TX, 78660",15200 FM 1825,Pflugerville,78660,30.444300249158,-97.664487309602,prior
"3338 Paisano Trl, Austin, TX, 78745",3338 Paisano Trl,Austin,78745,30.207805140452,-97.830184819141,prior
"5455 N Interstate 35, Austin, TX, 78723",5455 N Interstate 35,Austin,78723,30.313293878108,-97.707989775513,prior
"901 Neches St, Austin, TX, 78701",901 Neches St,Austin,78701,30.269633180866,-97.737123645816,prior
"6900 W Parmer Ln, Austin, TX, 78729",6900 W Parmer Ln,Austin,78729,30.449496759017,-97.746226867701,prior
"98 San Jacinto Blvd, Austin, TX, 78701",98 San Jacinto Blvd,Austin,78701,30.262654167287,-97.742185346942,prior
"12911 Beltex Rd, Manor, TX, 78653",12911 Beltex Rd,Manor,78653,30.346821935542,-97.514037834191,prior
"2018 W Stassney Ln, Austin, TX, 78745",2018 W Stassney Ln,Austin,78745,30.215812131428,-97.798072328563,prior
"15112 FM 1825, Pflugerville, TX, 78660",15112 FM 1825,Pflugerville,78660,30.443071222904,-97.665313997855,prior
"11930 E US 290 Highway, Manor, TX, 78653",11930 E US 290 Highway,Manor,78653,30.350880860277,-97.496983867304,prior
"610 E Stassney Ln, Austin, TX, 78745",610 E Stassney Ln,Austin,78745,30.201674418755,-97.769954480684,prior
"3230 Travis Country Cir, Austin, TX, 78735",3230 Travis Country Cir,Austin,78735,30.255348028421,-97.844806528262,prior
"5325 Airport Blvd, Austin, TX, 78751",5325 Airport Blvd,Austin,78751,30.314267125881,-97.714884849125,prior
"18600 Limestone Commercial Dr, Pflugerville, TX, 78660",18600 Limestone Commercial Dr,Pflugerville,78660,30.465149516207,-97.598050526396,prior
"1706 E William Cannon Dr, Austin, TX, 78744",1706 E William Cannon Dr,Austin,78744,30.189058944162,-97.766912732522,prior
"5119 Burnet Rd, Austin, TX, 78756",5119 Burnet Rd,Austin,78756,30.322804360791,-97.73934822465,prior
"12301 N Lamar Blvd, Austin, TX, 78753",12301 N Lamar Blvd,Austin,78753,30.401840796537,-97.679094861985,prior
"807 E 4th St, Austin, TX, 78702",807 E 4th St,Austin,78702,30.26371605085,-97.73476195505,prior
"100 E North Loop Blvd, Austin, TX, 78751",100 E North Loop Blvd,Austin,78751,30.31774865205,-97.722074150109,prior
"19200 Colorado Sand Dr, Pflugerville, TX, 78660",19200 Colorado Sand Dr,Pflugerville,78660,30.466918104337,-97.591552309006,prior
"4108 S I-35, Austin, TX, 78745",4108 S I-35,Austin,78745,30.214959848295,-97.753108261094,prior
"6503 S I-35, Austin, TX, 78744",6503 S I-35,Austin,78744,30.191174885162,-97.769251175786,prior
"9428 Parkfield Dr, Austin, TX, 78758",9428 Parkfield Dr,Austin,78758,30.367967517901,-97.70596364337,prior
"21815 W Sh 71, Spicewood, TX, 78669",21815 W Sh 71,Spicewood,78669,30.363351130269,-98.069674995158,prior
"903 W 12th St, Austin, TX, 78703",903 W 12th St,Austin,78703,30.276468055621,-97.750272838345,prior
"4207 Medical Pkwy, Austin, TX, 78756",4207 Medical Pkwy,Austin,78756,30.311473277417,-97.742461708783,prior
"11400 Burnet Rd, Austin, TX, 78758",11400 Burnet Rd,Austin,78758,30.392834928297,-97.721296540547,prior
"8833 Burnet Rd, Austin, TX, 78757",8833 Burnet Rd,Austin,78757,30.371145285956,-97.726769922243,prior
"330 W Ben White Blvd, Austin, TX, 78704",330 W Ben White Blvd,Austin,78704,30.225595589447,-97.766728913262,prior
"21024 W Sh 71, Spicewood, TX, 78669",21024 W Sh 71,Spicewood,78669,30.351242680169,-98.062966246574,prior
"11301 Lakeline Blvd Ste 200 #, Austin, TX, 78717",11301 Lakeline Blvd Ste 200 #,Austin,78717,30.480094872636,-97.795520483857,prior
"1000 W Lynn St, Austin, TX, 78703",1000 W Lynn St,Austin,78703,30.279177265486,-97.759923321303,prior
"900 Rutland Dr, Austin, TX, 78758",900 Rutland Dr,Austin,78758,30.365488116274,-97.697186530125,prior
"3801 N Lamar Blvd, Austin, TX, 78756",3801 N Lamar Blvd,Austin,78756,30.3065848107,-97.742112993774,prior
"1548 FM 685, Pflugerville, TX, 78660",1548 FM 685,Pflugerville,78660,30.451490000811,-97.604654361459,prior
"1705 S Quinlan Park Rd, Austin, TX, 78732",1705 S Quinlan Park Rd,Austin,78732,30.327455329954,-97.926936739652,prior
"9600 N Lamar Blvd, Austin, TX, 78753",9600 N Lamar Blvd,Austin,78753,30.365658285616,-97.695624255256,prior
"9001 Cameron Rd Ste 203 #, Austin, TX, 78754",9001 Cameron Rd Ste 203 #,Austin,78754,30.346766938254,-97.677078017301,prior
"9408 Dessau Rd, Austin, TX, 78754",9408 Dessau Rd,Austin,78754,30.351020913567,-97.675976563222,prior
"13101 Harold Green Dr, Austin, TX, 78725",13101 Harold Green Dr,Austin,78725,30.22777806774,-97.612232880628,prior
"10520 N Lamar Blvd, Austin, TX, 78758",10520 N Lamar Blvd,Austin,78758,30.374207639953,-97.690805553991,prior
"13700 N FM 973 Rd, Manor, TX, 78653",13700 N FM 973 Rd,Manor,78653,30.359734880631,-97.53258881857,prior
"3208 Guadalupe St, Austin, TX, 78705",3208 Guadalupe St,Austin,78705,30.299214012742,-97.740421951719,prior
"9405 Brodie Ln, Austin, TX, 78748",9405 Brodie Ln,Austin,78748,30.190613091209,-97.845134837708,prior
"11139 N I-35 Service Rd, Austin, TX, 78753",11139 N I-35 Service Rd,Austin,78753,30.375360216998,-97.676569443155,prior
"2700 Guadalupe St, Austin, TX, 78705",2700 Guadalupe St,Austin,78705,30.292204279347,-97.741246144612,prior
"12009 Buckingham Gate Rd, Austin, TX, 78748",12009 Buckingham Gate Rd,Austin,78748,30.153778225105,-97.853320014628,prior
"2414 Guadalupe St, Austin, TX, 78705",2414 Guadalupe St,Austin,78705,30.287915989134,-97.741599167376,prior
"15812 Windermere Dr Ste 200 #, Pflugerville, TX, 78660",15812 Windermere Dr Ste 200 #,Pflugerville,78660,30.446197939669,-97.648370288107,prior
"603 W 29th St, Austin, TX, 78705",603 W 29th St,Austin,78705,30.295410527429,-97.742927915225,prior
"14058 Bee Cave Pkwy, Bee Cave, TX, 78738",14058 Bee Cave Pkwy,Bee Cave,78738,30.311742222391,-97.963820079683,prior
"2002 Guadalupe St, Austin, TX, 78705",2002 Guadalupe St,Austin,78705,30.282727800833,-97.742050771381,prior
"2020 Denton Dr, Austin, TX, 78758",2020 Denton Dr,Austin,78758,30.385299519999,-97.712901222513,prior
"15701 W Sh 71, Austin, TX, 78738",15701 W Sh 71,Austin,78738,30.31752086907,-97.987784540476,prior
"306 E 53rd St, Austin, TX, 78751",306 E 53rd St,Austin,78751,30.317271708683,-97.720146702446,prior
"408 E Rundberg Ln, Austin, TX, 78753",408 E Rundberg Ln,Austin,78753,30.359786517229,-97.69106121317,prior
"5434 Burnet Rd, Austin, TX, 78756",5434 Burnet Rd,Austin,78756,30.32913152356,-97.739875061689,prior
"10526 W Parmer Ln, Austin, TX, 78717",10526 W Parmer Ln,Austin,78717,30.496736781545,-97.774875691019,prior
"12812 Hill Country Blvd, Bee Cave, TX, 78738",12812 Hill Country Blvd,Bee Cave,78738,30.310030014375,-97.942963809496,prior
"9306 N Lamar Blvd, Austin, TX, 78753",9306 N Lamar Blvd,Austin,78753,30.362594931937,-97.697336702209,prior
"3028 Rogge Ln, Austin, TX, 78723",3028 Rogge Ln,Austin,78723,30.303319909955,-97.678561317812,prior
"8600 Balcones Club Dr, Austin, TX, 78750",8600 Balcones Club Dr,Austin,78750,30.438172817889,-97.781025811656,prior
"12820 Hill Country Blvd, Bee Cave, TX, 78738",12820 Hill Country Blvd,Bee Cave,78738,30.309978382846,-97.942826358016,prior
"2426 Guadalupe St, Austin, TX, 78705",2426 Guadalupe St,Austin,78705,30.288029832962,-97.741589353248,prior
"4800 Burnet Rd Ste 450 #, Austin, TX, 78756",4800 Burnet Rd Ste 450 #,Austin,78756,30.318946389316,-97.739439252661,prior
"13015 Dessau Rd, Austin, TX, 78754",13015 Dessau Rd,Austin,78754,30.400109696195,-97.640531591817,prior
"9405 N Interstate 35, Austin, TX, 78753",9405 N Interstate 35,Austin,78753,30.357998486449,-97.687370437757,prior
"6606 Sitio del Rio Blvd, Austin, TX, 78730",6606 Sitio del Rio Blvd,Austin,78730,30.39065258551,-97.842911416094,prior
"9200 N Lamar Blvd, Austin, TX, 78753",9200 N Lamar Blvd,Austin,78753,30.362109362128,-97.697606333536,prior
"12401 Tillgang Pass, Manor, TX, 78653",12401 Tillgang Pass,Manor,78653,30.348001430146,-97.563710968931,prior
"2315 Lake Austin Blvd, Austin, TX, 78703",2315 Lake Austin Blvd,Austin,78703,30.277947916956,-97.772427130137,prior
"9705 Menchaca Rd, Austin, TX, 78748",9705 Menchaca Rd,Austin,78748,30.175194159565,-97.823019454593,prior
"1213 W Lynn St, Austin, TX, 78703",1213 W Lynn St,Austin,78703,30.280723349331,-97.758725424038,prior
"5425 N Interstate 35, Austin, TX, 78723",5425 N Interstate 35,Austin,78723,30.312875274466,-97.708159643671,prior
"1204 W Lynn St, Austin, TX, 78703",1204 W Lynn St,Austin,78703,30.280318044569,-97.759137889266,prior
"109 Burnet St N, Manor, TX, 78653",109 Burnet St N,Manor,78653,30.341024266399,-97.55668329366,prior
"615 W 7th St, Austin, TX, 78701",615 W 7th St,Austin,78701,30.270578675616,-97.748286530629,prior
"620 W 6th St, Austin, TX, 78701",620 W 6th St,Austin,78701,30.269761133943,-97.748665801999,prior
"1110 W Lynn St, Austin, TX, 78703",1110 W Lynn St,Austin,78703,30.279905497457,-97.759422169641,prior
"1601 Waterston Ave, Austin, TX, 78703",1601 Waterston Ave,Austin,78703,30.280679716947,-97.758906153636,prior
"3612 Tudor Blvd, Austin, TX, 78759",3612 Tudor Blvd,Austin,78759,30.384091538174,-97.736859650624,prior
"624 W 34th St, Austin, TX, 78705",624 W 34th St,Austin,78705,30.300595810322,-97.740045425513,prior
"8110 Springdale Rd, Austin, TX, 78724",8110 Springdale Rd,Austin,78724,30.325328416886,-97.657137988604,prior
"4517 Triangle Ave, Austin, TX, 78751",4517 Triangle Ave,Austin,78751,30.312486669316,-97.735044685717,prior
"6401 N Hampton Dr, Austin, TX, 78723",6401 N Hampton Dr,Austin,78723,30.313897280928,-97.68145053028,prior
"12200 Bee Cave Pkwy, Bee Cave, TX, 78738",12200 Bee Cave Pkwy,Bee Cave,78738,30.306674102717,-97.931264168328,prior
"910 Caldwell St, Manor, TX, 78653",910 Caldwell St,Manor,78653,30.347951817056,-97.557055702619,prior
"1906 Guadalupe St, Austin, TX, 78705",1906 Guadalupe St,Austin,78705,30.281816397041,-97.741993882628,prior
"2214 E 7th St, Austin, TX, 78702",2214 E 7th St,Austin,78702,30.261504270915,-97.717233753932,prior
"2800 Guadalupe St, Austin, TX, 78705",2800 Guadalupe St,Austin,78705,30.293330939671,-97.741857427674,prior
"1914 Guadalupe St, Austin, TX, 78705",1914 Guadalupe St,Austin,78705,30.281879015174,-97.742022060783,prior
"1910 Guadalupe St, Austin, TX, 78705",1910 Guadalupe St,Austin,78705,30.281847706107,-97.742007971706,prior
"14001 Shadowglen Blvd, Manor, TX, 78653",14001 Shadowglen Blvd,Manor,78653,30.350817410812,-97.54671731632,prior
"116 E Parsons St, Manor, TX, 78653",116 E Parsons St,Manor,78653,30.3409806526,-97.557495333572,prior
"915 N Lamar Blvd, Austin, TX, 78703",915 N Lamar Blvd,Austin,78703,30.274120067566,-97.752622417128,prior
"917 N Lamar Blvd, Austin, TX, 78703",917 N Lamar Blvd,Austin,78703,30.274139571597,-97.752613326266,prior
"10721 Research Blvd, Austin, TX, 78759",10721 Research Blvd,Austin,78759,30.399078518956,-97.745559729821,prior
"1517 FM 685, Pflugerville, TX, 78660",1517 FM 685,Pflugerville,78660,30.451041434708,-97.60477766177,prior
"5107 S I-35, Austin, TX, 78744",5107 S I-35,Austin,78744,30.204345169243,-97.758670752143,prior
"8040 Mesa Dr, Austin, TX, 78731",8040 Mesa Dr,Austin,78731,30.370489266108,-97.757805323768,prior
"5420 Airport Blvd, Austin, TX, 78751",5420 Airport Blvd,Austin,78751,30.316072609232,-97.714183158784,prior
"12000 Manchaca Rd Ste A, Austin, TX, 78748",12000 Manchaca Rd Ste A,Austin,78748,30.141918977216,-97.833020140328,prior
"214 W 4th St, Austin, TX, 78701",214 W 4th St,Austin,78701,30.266682827813,-97.744986800915,prior
"609 Clayton Ln, Austin, TX, 78752",609 Clayton Ln,Austin,78752,30.32397500955,-97.714396376306,prior
"4220 W William Cannon Dr, Austin, TX, 78749",4220 W William Cannon Dr,Austin,78749,30.221723986,-97.837784412398,prior
"2217 Forbes Dr, Austin, TX, 78754",2217 Forbes Dr,Austin,78754,30.335616752215,-97.673602954749,prior
"701 Masterson Pass, Austin, TX, 78753",701 Masterson Pass,Austin,78753,30.370622013588,-97.691323930254,prior
